Basketball  646
1   Main Clock Time (mm:ss, ss.t)   5
6   Main Clock Time (mm:ss.t)   8
465	Guest In-game Plyr 6-Number	2
467	Guest In-game Plyr 6-User Defined 1	2
469	Guest In-game Plyr 6-User Defined 2	2
471	Guest Roster Plyr 1-Status	1
472	Guest Roster Plyr 1-Number	2
474	Guest Roster Plyr 1-User Defined 1	2
476	Guest Roster Plyr 1-User Defined 2	2
478	Guest Roster Plyr 2-Status	1
479	Guest Roster Plyr 2-Number	2
481	Guest Roster Plyr 2-User Defined 1	2
483	Guest Roster Plyr 2-User Defined 2	2
485	Guest Roster Plyr 3-Status	1
486	Guest Roster Plyr 3-Number	2
488	Guest Roster Plyr 3-User Defined 1	2
490	Guest Roster Plyr 3-User Defined 2	2
492	Guest Roster Plyr 4-Status	1
493	Guest Roster Plyr 4-Number	2
495	Guest Roster Plyr 4-User Defined 1	2
497	Guest Roster Plyr 4-User Defined 2	2
499	Guest Roster Plyr 5-Status	1
500	Guest Roster Plyr 5-Number	2
502	Guest Roster Plyr 5-User Defined 1	2
504	Guest Roster Plyr 5-User Defined 2	2
506	Guest Roster Plyr 6-Status	1
507	Guest Roster Plyr 6-Number	2
509	Guest Roster Plyr 6-User Defined 1	2
511	Guest Roster Plyr 6-User Defined 2	2
513	Guest Roster Plyr 7-Status	1
514	Guest Roster Plyr 7-Number	2
516	Guest Roster Plyr 7-User Defined 1	2
518	Guest Roster Plyr 7-User Defined 2	2
520	Guest Roster Plyr 8-Status	1
521	Guest Roster Plyr 8-Number	2
523	Guest Roster Plyr 8-User Defined 1	2
525	Guest Roster Plyr 8-User Defined 2	2
527	Guest Roster Plyr 9-Status	1
528	Guest Roster Plyr 9-Number	2
530	Guest Roster Plyr 9-User Defined 1	2
532	Guest Roster Plyr 9-User Defined 2	2
534	Guest Roster Plyr 10-Status	1
535	Guest Roster Plyr 10-Number	2
537	Guest Roster Plyr 10-User Defined 1	2
539	Guest Roster Plyr 10-User Defined 2	2
541	Guest Roster Plyr 11-Status	1
542	Guest Roster Plyr 11-Number	2
544	Guest Roster Plyr 11-User Defined 1	2
546	Guest Roster Plyr 11-User Defined 2	2
548	Guest Roster Plyr 12-Status	1
549	Guest Roster Plyr 12-Number	2
551	Guest Roster Plyr 12-User Defined 1	2
553	Guest Roster Plyr 12-User Defined 2	2
555	Guest Roster Plyr 13-Status	1
556	Guest Roster Plyr 13-Number	2
558	Guest Roster Plyr 13-User Defined 1	2
560	Guest Roster Plyr 13-User Defined 2	2
562	Guest Roster Plyr 14-Status	1
563	Guest Roster Plyr 14-Number	2
565	Guest Roster Plyr 14-User Defined 1	2
567	Guest Roster Plyr 14-User Defined 2	2
569	Guest Roster Plyr 15-Status	1
570	Guest Roster Plyr 15-Number	2
572	Guest Roster Plyr 15-User Defined 1	2
574	Guest Roster Plyr 15-User Defined 2	2
576	Guest Aces	4
580	Guest Kills	4
584	Guest Blocks	4
588	Guest Digs	4
592 Guest Total Hustle  4
